,b,epsp,alpha,Ec,Ev,Dn,Dp,gc,gv,N0,DIinf,EAI,Plim,inverted,dE,gcE,EcE,bE,epsE,DE,dH,gvH,EvH,bH,epsH,DH,tn,tp,vnE,vpE,vnH,vpH,ion_vmpp
927,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,1e-05,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,3.0,1e-05,1e-07,1e-07,0.01,0.01,1.0,1.0,0.9450000000000002
928,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,1.0,0.01,0.5999999999999999
929,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,0.01,1.0,0.9892200610457204
930,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,0.01,1.0,1.0050000000000006
931,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,1.0,0.01,0.6149999999999995
932,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,0.01,0.01,0.9900000000000001
933,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,1.0,1.0,0.5999999999999999
934,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,1.0,1.0,0.6000000000000005
935,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,0.01,0.01,0.9749999999999996
936,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,1.0,1.0,0.8849999999999997
937,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,3.0,1e-05,1e-07,1e-07,0.01,1.0,0.01,0.01,0.8099999999999999
940,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,3.0,1e-05,1e-07,1e-07,0.01,1.0,0.01,1.0,0.8250000000000004
941,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,1.0,0.01,0.8550000000000002
943,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-07,3.0,1e-05,1e-07,1e-07,0.01,1.0,0.01,1.0,0.8099999999999999
945,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,0.01,0.01,0.6000000000000004
946,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,0.01,0.01,0.6749999999999992
948,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,0.01,1.0,0.6749999999999992
951,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,0.01,1.0,0.5999999999999996
952,3.0000000000000004e-07,15.0,20000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,1.0,0.01,0.7649999999999998
953,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+21,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,0.01,1.0,0.6450000000000002
955,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,1.0,0.01,0.7500000000000008
957,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,1.0,1.0,0.7050000000000001
958,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,0.0,5e+21,1e+24,-3.9,1e-07,10.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-08,10.0,1e-05,1e-07,1e-07,0.01,1.0,1.0,1.0,0.7199999999999999
959,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,0.0001,1e-05,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,1e-05,5e+21,1e+24,-5.25,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,1.0,0.01,0.01,0.01,0.6449999999999996
960,3.0000000000000004e-07,15.0,20000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,1.0,1.0,0.01,0.8550000000000003
964,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,3.0,1e-05,1e-07,1e-07,1.0,0.01,0.01,0.01,1.0350000000000004
966,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,1.0,1.0,1.0,0.8550000000000003
969,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-08,10.0,1e-05,1e-07,1e-07,1.0,0.01,0.01,0.01,1.0200000000000005
972,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-08,10.0,1e-05,1e-07,1e-07,1.0,0.01,0.01,1.0,1.0405472015220787
974,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.4,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,0.01,1.0,1.0,0.01,0.8700000000000002
978,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.35,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,0.01,1.0,0.01,0.01,0.7349999999999993
980,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.35,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,3.0,9.999999999999999e-10,1e-08,1e-08,0.01,1.0,0.01,1.0,0.7349999999999993
989,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,3.0,1e-05,1e-07,1e-07,1.0,0.01,1.0,1.0,0.9299999999999997
991,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,1e-05,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-3.9,1e-07,10.0,1e-05,5e+21,1e+24,-5.25,1e-08,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,1.0,0.01,0.01,0.9149999999999996
994,3.0000000000000004e-07,30.0,20000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+21,1e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,1.0,0.01,0.7649999999999992
995,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-07,1.0,1.0,0.01,1.0,0.9892200610452139
996,3.0000000000000004e-07,15.0,10000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+21,1e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,1.0,1.0,0.7649999999999999
997,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-07,1.0,1.0,0.01,0.01,0.9750000000000003
998,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-07,1.0,1.0,0.01,0.01,1.005
999,5.000000000000001e-07,30.0,10000000.0,-3.8,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+21,1e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,1.0,1.0,0.7500000000000002
1001,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,1.0,1.0,0.8100000000000003
1003,5.000000000000001e-07,30.0,20000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+21,1e+24,-5.25,1e-08,3.0,1e-05,1e-07,1e-07,1.0,1.0,0.01,0.01,0.9750000000000001
1004,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,1.0,0.01,0.8400000000000004
1005,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+21,1e+24,-5.25,1e-08,3.0,1e-05,1e-07,1e-07,1.0,1.0,0.01,1.0,0.9750000000000001
1006,3.0000000000000004e-07,30.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+21,1e+24,-5.25,1e-08,3.0,1e-05,1e-07,1e-07,1.0,1.0,0.01,1.0,0.9899999999999998
1007,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.4,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,1.0,0.01,0.8100000000000003
1009,5.000000000000001e-07,15.0,20000000.0,-3.8,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-08,3.0,1e-05,1e-07,1e-07,1.0,1.0,1.0,1.0,0.8250000000000002
1011,5.000000000000001e-07,30.0,20000000.0,-3.8,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,0.01,0.01,0.7799999999999996
1013,5.000000000000001e-07,15.0,10000000.0,-3.8,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,0.01,1.0,0.7649999999999998
1014,3.0000000000000004e-07,30.0,10000000.0,-3.8,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,0.01,1.0,0.8099999999999998
1017,5.000000000000001e-07,15.0,20000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-07,1.0,1.0,1.0,0.01,0.9149999999999995
1018,3.0000000000000004e-07,30.0,20000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-07,1.0,1.0,1.0,0.01,0.9299999999999999
1020,3.0000000000000004e-07,15.0,10000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-07,1.0,1.0,1.0,1.0,0.9150000000000003
1021,5.000000000000001e-07,15.0,10000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1e-07,0.3,1e+26,0.0,5e+21,1e+24,-4.0,1e-08,3.0,9.999999999999999e-10,5e+21,1e+24,-5.25,1e-08,3.0,9.999999999999999e-10,1e-08,1e-08,0.01,0.01,0.01,0.01,0.8550000000000003
1023,5.000000000000001e-07,30.0,10000000.0,-3.75,-5.35,0.0001,0.0001,9.999999999999999e+24,9.999999999999999e+24,9.999999999999999e+24,1.0000000000000002e-06,0.5,1e+28,1.0,5e+22,9.999999999999999e+24,-3.9,1e-07,10.0,1e-05,5e+22,9.999999999999999e+24,-5.15,1e-07,10.0,1e-05,1e-07,1e-07,1.0,1.0,1.0,1.0,0.9150000000000009
